DATE,PATH,TARGET,PC1,PC2,EYF3,EYF6,EYF9,EYF12,JGBF,flag_30min
2011/9/1,-0.000556985,0.004973035,0.279659768,0.041921672,0.005,0.005,0.0045,0.0045,0.009997903,1
2011/10/1,-0.003226445,0.004349397,0.238126055,0.155276942,0.005967742,0.001935484,0.001129032,0.001935484,0.006101438,1
2011/11/1,-0.001472389,0.004815957,0.327868816,0.047266691,0.005333333,0.004333333,0,0.006833333,0.007307877,1
2011/12/1,0.001514389,-0.000151163,0.114280734,-0.134007004,0,0,0,0.002580645,0.000478664,1
2012/1/1,-0.001423758,0.000100976,0.074224774,0.021087011,0,0,-0.001290323,-0.001290323,-0.002980391,1
2012/2/1,-0.004375603,0.000310327,0.075815552,0.151515071,0,0,-0.003965517,-0.003965517,-0.010937354,1
2012/3/1,0.005179763,-0.000419324,0.194374593,-0.342981007,0,0,0.003064516,0.006129032,-0.006181631,1
2012/4/1,0.001300333,0.000104538,0.158934826,-0.141308504,0,0.000666667,-0.0015,0.004,0.002872029,1
2012/5/1,-0.002454666,0.004129669,0.274459527,0.094354809,0.001451613,0.007258065,0.001290323,0.001451613,0.009928346,1
2012/6/1,0.003336223,0.005038606,0.391897692,-0.182982263,0.003666667,0.007333333,0.01,0.006333333,0.007975579,1
2012/7/1,-0.002549447,-0.006239734,-0.16950971,-0.019579554,-0.006451613,-0.006451613,-0.010483871,-0.007258065,-0.007025057,1
2012/8/1,-0.002870447,-0.003327722,-0.065178018,0.038585558,-0.003548387,-0.003548387,-0.007096774,-0.005322581,-0.001981996,1
2012/9/1,-0.001390557,-0.000771444,0.015620557,0.02187278,0,-0.002,-0.002,-0.002,-0.000135715,1
2012/10/1,-0.001739767,-0.001063974,0.091708846,-0.017252608,0,-0.002741935,-0.002419355,-0.002741935,-0.004962724,1
2012/11/1,0.004580737,0.002871141,0.351221742,-0.289521096,0.001833333,0.004833333,0.009666667,0.004833333,0.005337969,1
2012/12/1,-0.002802002,0.000294318,0.070485129,0.087954309,0.003225806,-0.003870968,-0.001935484,-0.001935484,0.003830947,1
2013/1/1,-0.002952976,0.00164317,0.110061402,0.11997445,0.00483871,-0.002903226,0.00016129,-0.001451613,-0.001112746,1
2013/2/1,-0.006203483,0.009927207,0.411481545,0.380878593,0.01125,0.0075,0.004821429,0.00375,-0.012837292,1
2013/3/1,0.001757892,-0.002529669,0.073983103,-0.206306159,-0.004032258,0,-0.006612903,0.004032258,-0.005451761,1
2013/4/1,0.002981551,-0.005327659,-0.018902222,-0.304784832,-0.0055,-0.0045,-0.006333333,0.001,-0.037850889,1
2013/5/1,-0.000665638,3.02E-05,0.126421432,-0.042967443,-0.000645161,0.000967742,-0.003225806,0.001612903,0.002610815,1
2013/6/1,0.002429955,0.004639299,0.370516349,-0.147059163,0.003333333,0.006833333,0.006833333,0.006833333,0.043014664,1
2013/7/1,-1.87E-06,0.001750741,0.178116118,-0.038745181,0.001774194,0.001774194,0.001774194,0.001774194,0.003294527,1
2013/8/1,0,0,0.116724048,-0.066455456,0,0,0,0,-0.002210437,1
2013/9/1,0,0,0.117067354,-0.066650913,0,0,0,0,0.004133367,1
2013/10/1,0.000321975,-0.004632085,-0.058118891,-0.146004972,-0.004516129,-0.004516129,-0.009032258,0,0.003352357,1
2013/11/1,3.56E-05,-0.000512838,0.133184699,-0.095655427,-0.0005,-0.0005,-0.001,0,0.000952793,1
2013/12/1,0.002135638,-0.000151464,0.146142357,-0.178223434,0,0,0.001935484,0.001935484,0.000484637,1
2014/1/1,0.00243323,0.001446241,0.200133747,-0.164334938,0.001612903,0.001612903,0.004677419,0.003064516,-0.001372156,1
2014/2/1,-0.002768588,0.002251033,0.159188762,0.105997605,0.00375,-0.000178571,0.001785714,-0.001964286,-0.005884793,1
2014/3/1,-0.000926271,-0.002740971,0.017025962,-0.068812874,0,-0.006451613,-0.003225806,-0.003225806,0.001876283,1
2014/4/1,6.80E-05,-7.73E-05,0.118832938,-0.073274473,0,-0.000166667,0,0,0.003549774,1
2014/5/1,0.001974844,-0.002245058,0.116487032,-0.229433787,0,-0.00483871,0,0,0.003086632,1
2014/6/1,0,0,0.134804832,-0.076749536,0,0,0,0,-0.001967594,1
2014/7/1,-0.003028382,0.002920265,0.161942298,0.139253345,0.002741935,0.002741935,0,0,0.000536987,1
2014/8/1,-0.000494269,0.00232874,0.212324329,-0.016899858,0.002258065,0.002258065,0.003870968,0,0.001955829,1
2014/9/1,0.000602685,-2.30E-05,0.130657301,-0.100495728,0,0,0.001166667,0,0.000456184,1
2014/10/1,-9.45E-05,-0.000149711,0.09543726,-0.055723809,-0.00016129,-0.00016129,-0.00016129,-0.000322581,-0.001166058,1
2014/11/1,-0.00292885,-0.004641029,-0.063911161,-0.006632683,-0.005,-0.005,-0.005,-0.01,-0.009937632,1
2014/12/1,0.002315821,-0.002233144,0.06477814,-0.21387435,-0.002096774,-0.002096774,0,0,0.004211593,1
2015/1/1,0.005356606,-0.002442617,0.101495002,-0.369848425,-0.002903226,-0.001129032,0.003548387,0.001774194,0.003734254,1
2015/2/1,0.004328091,0.00130729,0.247372149,-0.275699017,0,0.003571429,0.007142857,0.003571429,0.005649831,1
2015/3/1,0,0,0.120157108,-0.068410028,0,0,0,0,0.004855656,1
2015/4/1,8.61E-05,-3.28E-06,0.143334459,-0.085335427,0,0,0.000166667,0,0.005978526,1
2015/5/1,0.002499615,-9.52E-05,0.206437612,-0.22581293,0,0,0.00483871,0,-0.008730495,1
2015/6/1,0.000816269,-0.000927957,0.095684414,-0.121896942,0,-0.002,0,0,-0.003689696,1
2015/7/1,0.001250735,-0.00142187,0.090825986,-0.155015774,0,-0.003064516,0,0,-0.000374896,1
2015/8/1,0.002366233,-0.000236192,0.167620767,-0.203155745,0,0,0,0.004032258,0.004976769,1
2015/9/1,0.001063336,0.0010225,0.137228592,-0.086191911,0,0.002666667,0,0.003666667,0.007274622,1
2015/10/1,0.000431977,0.001299131,0.20270442,-0.087091139,0.000322581,0.002741935,0.000322581,0.002741935,-0.003566462,1
2015/11/1,-5.10E-06,0.004769443,0.35268415,-0.03008701,0.004833333,0.004833333,0.004833333,0.004833333,-0.007735047,1
2015/12/1,-0.001322706,-0.002095949,0.007527333,-0.023713871,-0.002258065,-0.002258065,-0.002258065,-0.004516129,-0.005077165,1
2016/1/1,-0.000398299,-0.00804368,-0.252332078,-0.127167448,-0.009516129,-0.006612903,-0.007096774,-0.010322581,-0.008987122,1
2016/2/1,0.012050681,-0.054859596,-1.818478038,-1.431369982,-0.067586207,-0.03862069,-0.043448276,-0.048275862,-0.04243748,1
2016/3/1,-0.003031276,0.005625956,0.222802446,0.201446348,0.005483871,0.005483871,0.002741935,0.002741935,0.007263886,1
2016/4/1,-0.002845703,0.007156579,0.28782174,0.211358196,0.006166667,0.008166667,0.004333333,0.004333333,0.00693509,1
2016/5/1,-0.002403901,0.02139743,0.887159476,0.360669837,0.013548387,0.031612903,0.018064516,0.018064516,0.006807294,1
2016/6/1,-0.002224187,0.00981799,0.39582183,0.218931455,0.0075,0.0125,0.01,0.005,0.000935786,1
2016/7/1,-0.002496996,0.013701529,0.55437384,0.278934539,0.011129032,0.016774194,0.013709677,0.008548387,0.005106777,1
2016/8/1,-0.001876564,0.03329041,1.36064659,0.49411394,0.031612903,0.036129032,0.031612903,0.031612903,0.038647505,1
2016/9/1,0.000378886,0.001840301,0.114137064,-0.01509335,0.003333333,0,0.003333333,0.001666667,0.011933811,1
2016/10/1,0.000769994,0.003739967,0.231955968,-0.030673582,0.006774194,0,0.006774194,0.003387097,0.024252584,1
2016/11/1,-5.28E-06,0.004933907,0.298788858,0.006484173,0.005,0.005,0.005,0.005,0,1
2016/12/1,0.001137665,-0.001864113,-0.007437327,-0.110135735,-0.001774194,-0.001774194,-0.001774194,0.00016129,-0.002585817,1
2017/1/1,0.002008534,-0.003309906,-0.023997417,-0.188929724,-0.003225806,-0.003064516,-0.003064516,0.00016129,-0.00434015,1
2017/2/1,0.0064158,-0.003298173,0.09421122,-0.440725845,-0.005,0,0,0.005,-0.00762413,1
2017/3/1,-0.000919205,-0.000161996,0.038793389,0.010689432,-0.000322581,0,-0.002580645,0.000322581,-0.003930905,1
2017/4/1,-0.000947076,3.61E-05,0.051621421,0.011636088,0,0,-0.001833333,0,-0.00320543,1
2017/5/1,0.002249653,-8.57E-05,0.130178275,-0.171567566,0,0,0.004354839,0,0.000823891,1
2017/6/1,0.001467064,-0.000146439,0.074125913,-0.108990875,0,0,0,0.0025,-0.002849923,1
2017/7/1,0.003861978,-0.001352595,0.113455138,-0.274982482,-0.001935484,0,0.001935484,0.002580645,-0.003310299,1
2017/8/1,0.003717017,-0.001902268,0.058485273,-0.257253306,-0.003064516,0,0.003064516,0,-0.000583367,1
2017/9/1,0.000680224,-0.000773298,0.017655839,-0.066235604,0,-0.001666667,0,0,-0.000947706,1
2017/10/1,0.001465711,-0.001574715,0.040702639,-0.140962195,0,-0.003387097,0.00016129,0,-0.002048478,1
2017/11/1,0.002582935,-9.84E-05,0.149463945,-0.196984984,0,0,0.005,0,-0.003797372,1
2017/12/1,-0.001233558,-0.000684346,-0.011318829,0.033736803,0,-0.001774194,-0.001774194,-0.001774194,-0.001346113,1
2018/1/1,-0.002242833,-0.001244265,0.010317853,0.043748491,0,-0.003225806,-0.003225806,-0.003225806,-0.004377814,1
2018/2/1,0,0,0.083619539,-0.047607795,0,0,0,0,-0.005224164,1
2018/3/1,0,0,0.078960385,-0.044955161,0,0,0,0,-0.003510559,1
2018/4/1,0,0,0.042569947,-0.024236696,0,0,0,0,-0.001641125,1
2018/5/1,0,0,0.092692626,-0.05277345,0,0,0,0,-0.002478071,1
2018/6/1,-0.002942434,0.000208684,0.011498043,0.124368809,0,0,-0.002666667,-0.002666667,-0.004549892,1
2018/7/1,-0.002698709,0.000442259,0.023201646,0.115829283,0.000322581,0.00016129,-0.002096774,-0.002258065,-0.005293109,1
2018/8/1,-0.000874853,0.007587869,0.383098588,0.089840345,0.009677419,0.00483871,0.009677419,0.00483871,-0.034955461,1
2018/9/1,0.000816269,-0.000927957,0.021187007,-0.079482725,0,-0.002,0,0,0.000761093,1
2018/10/1,0.001156085,-0.001412422,0.034547766,-0.118665521,0,-0.003064516,0,-0.00016129,0.00122737,1
2018/11/1,-0.002934129,0.000292878,0.064597909,0.096798272,0,0,0,-0.005,0.001896544,1
2018/12/1,-0.002347589,0.001201432,0.045455378,0.115566039,0.001935484,0,-0.001935484,0,-0.002902292,1
2019/1/1,-0.003126096,0.002661175,0.143196292,0.144764139,0.004516129,0,-0.001612903,0.001451613,-0.002692788,1
2019/2/1,0.001599238,0.002053868,0.192760471,-0.103424279,0.003928571,0,0.003928571,0.003928571,0.005148849,1
2019/3/1,-0.003325752,0.001702029,0.064395119,0.163718555,0.002741935,0,-0.002741935,0,0.003074809,1
2019/4/1,-0.003933562,0.00152665,0.05911075,0.185959584,0.002333333,0,-0.003333333,-0.001,0.002616602,1
2019/5/1,-0.004449245,0.00031555,0.017386154,0.188057675,0,0,-0.004032258,-0.004032258,0,1
2019/6/1,-0.004303389,0.000429554,-0.022323754,0.208621712,0,0,0,-0.007333333,0.001362048,1
2019/7/1,-0.007796569,0.000949703,-0.028926721,0.377537769,0.000322581,0,0,-0.012903226,0.002516463,1
2019/8/1,-0.003257047,0.002811406,0.150112861,0.151690914,0.004677419,0,0,0,0.001738527,1
2019/9/1,0.002933969,0.003475658,0.231395494,-0.130596366,0,0.008,0.012,0,-0.007400487,1
2019/10/1,0.004477935,0.005413102,0.361083175,-0.199953711,0.00016129,0.012258065,0.018387097,0.00016129,-0.010860827,1
2019/11/1,-0.000547542,0.002712418,0.20229243,0.004762345,0.005,0,0,0.005,0.014837483,1
2019/12/1,-0.001083166,4.13E-05,0.026581137,0.031787728,0,0,-0.002096774,0,-0.000788054,1
2020/1/1,-0.002416294,9.21E-05,0.059296384,0.070911086,0,0,-0.004677419,0,-0.000757963,1
2020/2/1,-0.002582935,9.84E-05,0.063385789,0.075801505,0,0,-0.005,0,0.000938985,1
